country,slug,visa_type,title,category,resource_status,source_org,source_type,url,official_page,local_path,notes
"Switzerland","switzerland","Tourist visa","Switzerland tourist / visitor visa requirements","requirements_page","official_requirements_page","Swiss Confederation / Embassy Addis Ababa","government","https://www.eda.admin.ch/countries/ethiopia/en/home/visa/entry-ch.html","https://www.eda.admin.ch/countries/ethiopia/en/home/visa/entry-ch.html","","Visitor route guidance, fees, stay rules, eligibility and document requirements."
"Switzerland","switzerland","Business visa","Switzerland business visa requirements","requirements_page","official_requirements_page","Swiss Confederation / Embassy Addis Ababa","government","https://www.eda.admin.ch/countries/ethiopia/en/home/visa/entry-ch.html","https://www.eda.admin.ch/countries/ethiopia/en/home/visa/entry-ch.html","","Business, meeting, conference or official visit route; verify invitation and company evidence requirements."
"Switzerland","switzerland","Student visa","Switzerland student visa / study permit guidance","requirements_page","official_requirements_page","Swiss Confederation / Embassy Addis Ababa","government","https://www.eda.admin.ch/countries/ethiopia/en/home/visa/entry-ch.html","https://www.eda.admin.ch/countries/ethiopia/en/home/visa/entry-ch.html","","Study route guidance; verify admission, funding, accommodation, medical and residence requirements."
"Switzerland","switzerland","Work visa","Switzerland work visa / employment permit guidance","requirements_page","official_requirements_page","Swiss Confederation / Embassy Addis Ababa","government","https://www.eda.admin.ch/countries/ethiopia/en/home/visa/entry-ch.html","https://www.eda.admin.ch/countries/ethiopia/en/home/visa/entry-ch.html","","Work route guidance; most employment routes require sponsor/employer approval before applying."
"Switzerland","switzerland","Medical visa","Switzerland medical treatment visa guidance","requirements_page","official_requirements_page","Swiss Confederation / Embassy Addis Ababa","government","https://www.eda.admin.ch/countries/ethiopia/en/home/visa/entry-ch.html","https://www.eda.admin.ch/countries/ethiopia/en/home/visa/entry-ch.html","","Medical treatment route; verify hospital letter, cost estimate, funding and companion rules."
"Ireland","ireland","All Ireland visas","Ireland official visa / immigration portal","online_application_portal","official_online_portal","Irish Immigration Service / Embassy","government","https://www.irishimmigration.ie/coming-to-visit-ireland/visit-ireland-travel-path/","https://www.irishimmigration.ie/coming-to-visit-ireland/visit-ireland-travel-path/","","Start here for official visa categories, application rules, payment instructions and eligibility."
"Ireland","ireland","Ireland embassy / contact","Ireland embassy or consular contact page","requirements_page","official_page","Irish Immigration Service / Embassy","government","https://www.ireland.ie/en/ethiopia/addisababa/","https://www.ireland.ie/en/ethiopia/addisababa/","","Use for consular address, contact, appointment and Ethiopia-specific notices where available."
"Ireland","ireland","Tourist visa","Ireland tourist / visitor visa requirements","requirements_page","official_requirements_page","Irish Immigration Service / Embassy","government","https://www.irishimmigration.ie/coming-to-visit-ireland/visit-ireland-travel-path/","https://www.irishimmigration.ie/coming-to-visit-ireland/visit-ireland-travel-path/","","Visitor route guidance, fees, stay rules, eligibility and document requirements."
"Ireland","ireland","Business visa","Ireland business visa requirements","requirements_page","official_requirements_page","Irish Immigration Service / Embassy","government","https://www.irishimmigration.ie/coming-to-visit-ireland/visit-ireland-travel-path/","https://www.irishimmigration.ie/coming-to-visit-ireland/visit-ireland-travel-path/","","Business, meeting, conference or official visit route; verify invitation and company evidence requirements."
"Ireland","ireland","Student visa","Ireland student visa / study permit guidance","requirements_page","official_requirements_page","Irish Immigration Service / Embassy","government","https://www.irishimmigration.ie/coming-to-visit-ireland/visit-ireland-travel-path/","https://www.irishimmigration.ie/coming-to-visit-ireland/visit-ireland-travel-path/","","Study route guidance; verify admission, funding, accommodation, medical and residence requirements."
"Ireland","ireland","Work visa","Ireland work visa / employment permit guidance","requirements_page","official_requirements_page","Irish Immigration Service / Embassy","government","https://www.irishimmigration.ie/coming-to-visit-ireland/visit-ireland-travel-path/","https://www.irishimmigration.ie/coming-to-visit-ireland/visit-ireland-travel-path/","","Work route guidance; most employment routes require sponsor/employer approval before applying."
"Ireland","ireland","Medical visa","Ireland medical treatment visa guidance","requirements_page","official_requirements_page","Irish Immigration Service / Embassy","government","https://www.irishimmigration.ie/coming-to-visit-ireland/visit-ireland-travel-path/","https://www.irishimmigration.ie/coming-to-visit-ireland/visit-ireland-travel-path/","","Medical treatment route; verify hospital letter, cost estimate, funding and companion rules."
